Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
75,1986,28,5.2,"الفرق هو أن عمل قراصنة القبعة السوداء يكون على الأغلب تخريبي قصد الاستفادة من شيء ما أو لصالح شخص معين، أما القبعات الرمادية فيكون بدافع المتعة و التحدي",2,2,2.5,3,2.25,2,2,3,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
56,1967,9,5.2,القبعات السوداء هم لأشرار يتعلمون البرمجة وعمل الحاسب لسرقة المعلومات واختراق أنظمة لأمان والتخريب مجرمو الكمبيوتر بطريقة غير قانونية لتحقيق المكاسب الشخصية اما الرمادية لا يسعون خلف المكاسب لكنهم يقومون بجرائم غير قانونية لإختراق الأنظمة دون إذن ونشرها عامة يمكن للقبعات السوداء الإستفادة منها.,4,4,3.5,4,3.75,4,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
65,1976,18,5.2,الفرق بين عمل قراصنة القبعات الرمادية و عمل قراصنة القبعات السوداء هو ان عمل القبعة الرمادية غير اخلاقي و ان عمل القبعة السوداء هو انهم اشخاص يهتمون بطريقة شريرة للأحول إلى النظام المعلوماتي ,2,2,1.5,2,1.75,2,1,2,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
51,1962,4,5.2,قراصنة القبعة الرمادية يقوم بأعمال لاختراق لكن ليس لأسباب شخصية أو للكسب المادي قد يقومون بالإختراق بطرق غير قانونية والكشف العادي لبعض المواقع أما قراصنة القبعة السوداء هم مجرمو الكمبيوتر يستخدمون قدراتهم لأغراض غير حسوبة بطرق شريرة,4,4,4,4,4,4,4,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
76,1987,29,5.2,"قراصنة القبعات السوداء هدفهم التخريب السرقة التهديد، قراصنة القبعات الرمادية يعملون على جعل البرامج مجانية هدفهم مساعدة مستخدمي الإنترنت و البرامج هدف تعليمي",1.5,2,2.5,3,2,2,2,2,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
78,1989,31,5.2,قراصنة القبعات السوداء يقومون بالقرصنة من اجل الاستفادة الشخصية او العمل عند جهات اخرى من مصلحتها تخريب الجهاز او سرقة البيانات الشخصية اما قراصنة القبعات الرمادية يدخلون للجهاز من اجل معرفة البرامج بطريقة غير قانونية ولا يستعملون الثغرات للشيء,3.5,4,4,4,3.75,4,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
77,1988,30,5.2,قراصنة القبعات السوداء عملهم سرقة أو تخريب المعلومات أما قراصنة القبعات الرمادية فهو كشف هذه المعلومات,1,1,1,1,1,1,1,1,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
61,1972,14,5.2,يكمن هدف القبعات السوداء في القرصنة و الإختراق من أجل تخريب الأنظمة أو سرقة المعلومات أو تغييرها فهدفهم شرير أما القبعات الرمادية يقومون بمشاركة الثغرات الأمنية لأنظمة هذه الشركات من أجل الإساءة إلى سمعة هذه الشركات أو بهدف التحدي و  إبراز مهاراتهم,4,4,3.5,4,3.75,4,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
62,1973,15,5.2,قراصنة القبعات الرمادية يقومون باختراق المواقع و سرقة المعلومات مع نشر هذه الأخيرة بدون إذن بينما قراصنة القبعات السوداء يقومون باختراق المواقع و البرامج من أجل فوائد مالية,3.5,4,4,4,3.75,4,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
70,1981,23,5.2,القبعات الرمادية مهمتهم إيجاد الثغرات و نشرها للجميع يستعملها قراصنة القبعات السوداء أما القبعات السوداء فمهمتهم قرصنة الأنظمة من أجل تخريبها أو الحصول على معلومات و التلاعب بها,4,4,3.5,4,3.75,4,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
64,1975,17,5.2,القبعات السوداء يستعملون ذكائهم وقدراتهم لمصالحهم الشخصية خاصة فهي تخترق نظام تجد العيوب و تنشر العيب بشكل علني لكي تفضح عيب مؤسسة ما ,3,3,3.5,4,3.25,3,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
81,1992,34,5.2,"قراصنة القبعات السوداء عملها التخريب و سرقة البيانات بشكل غير قانوني، القبعات الرمادية تخترق الوسائل بشكل غير قانوني تعمل دون تخريب",4,4,3.5,4,3.75,4,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
53,1964,6,5.2,عمل قراصنة القبعات الرمادية ليس لهدف شخصي؛ فهو يقوم بالاختراق واخبار المؤسسة به أو فضحهم عبر لأنترنت؛ عكس ذلك فإن عمل قراصنة القبعات السوداء يكون لهدف شخصي لسرقة معلومات أو سرقة رقم السري؛ أو لغرض مادي.,3.5,4,3.5,4,3.5,4,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
49,1960,2,5.2,قراصنة القبعات السوداء: يقومون بأعمال شريرة وتخريبية ولا ينفعون سوى أنفسهم أو من يدفع لهم أما قراصنة القبعات الرمادية فيقومون بأعمال غير قانونية بهدف المتعة ولأسباب فنية,3,3,3,3,3,3,3,3,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
80,1991,33,5.2,"القبعات الرمادية لا يقوم بالاختراق من اجل المصلحة الشخصية لكنهم يعملون بدون ادن او تصريح، القبعات السوداء يقوم بالاختراق من اجل المصلحة الشخصية وعمله تخريبي ",3.5,4,2.5,3,3,3,3,3,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
83,1994,36,5.2,عمل قراصنة القبعات السوداء يكون باستخدام قدراتهم على الاختراق لأجل مصالحهم الشخصية و للحصول على مقابل مادي بينما القبعات الرمادية يقومون بالاختراق ليس للحصول على فوائد مادية فقط بل لإصلاح و معرفة الثغرات,5,5,4,4,4.5,4,4,5,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
59,1970,12,5.2,"قراصنة القبعات الرمادية: لاختراق من غير إذن وذلك ينجم عنه فتح ثغرات لاصحاب القبعات السوداء، الذي يقومون بالتخريب والسرقة وهدفهم الوحيد هو خططهم الشريرة.",3.5,4,3,3,3.25,3,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
72,1983,25,5.2,القبعة السوداء يستعملون مهاراتهم لأغراض شريرة كسرقة الأموال و القرصنة و إختراق أجهزة الأمن… أما القبعات الرمادية فيقومون بإختراق أجهزة الأمن دون الحصول على إذن لكنهم لا يقومون بأفعال شريرة حيث أحيانا ينشرون الخلل إلى عامة الناس,2.5,3,2.5,3,2.5,3,2,3,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
63,1974,16,5.2,قراصنة القبعات الرمادية و السوداء كلاهما يتسللون بطرق غير قانونية و غير أخلاقية لكن أصحاب القبعات السوداء يخترقون لتحقيق مكاسب شخصية أو مالية لكن أصحاب القبعات الرمادية يهدفون الى التشهير و إبتزاز فقط أو مساعدة لإظهار الثغرات أمنية  ,5,5,4,4,4.5,4,4,5,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
54,1965,7,5.2,القبعات الرمادية لا تقوم بتحقيق مكاسب شخصية لها ولكنها في بعض الأحيان تقوم باختراقات غير قانونية اما القبعة السوداء فتقوم بتحقيق مكاسب شخصية او من يدفع لها فتقوم باختراق انظمة التشغيل وتخريبها وسرقة المعلومات الخاصة,4,4,3.5,4,3.75,4,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
50,1961,3,5.2,"قراصنة القبعات الرمادية يقومون بإختراق الأنظمة والمؤسسات عن طريق الفجوات الضعيفة غي البرامج ويقومون بكشف هذه الثغرات لأسباب شريرة، قراصنة القبعات السوداء يقومون بإستغلال هذه الثغرات للقيام بتخريب أو العبث بالبيانات أو سرقتها أو إتلافها.",3,3,3.5,4,3.25,3,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
58,1969,11,5.2,"قراصنة القبعة السوداء يستخدمون ذكائهم بطريقة شريرة من أجل اختراق الأجهزة وسرقة المعلومات لتحقيق مصالح شخصية، أما قراصنة القبعات الرمادية: هم يستخدمون قدراتهم لإختراق لأجهزة دون إذن ولكن دون عائدات شخصية.",3.5,4,3,3,3.25,3,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
48,1959,1,5.2,"القبعات السوداء: تعمل على اختراق وتدمير أنظمة المعلومات لأهداف شريرة ومقاصد شخصية، القبعات الرمادية: هي مجموعات تعمل على اختراق واقتحام أنظمة المعلومات دون اهداف شخصية أو تخريبية.",3.5,4,3,3,3.25,3,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
57,1968,10,5.2,"قراصنة القبعات الرمادية يعمل لمصلحة الشخصية ويخترق من الجهة الفنية فقط؛ وقد يكشف الثغرة التي عثر عليها للشركة المخترقة، أما قراصنة القبعات السوداء فيستغلون المعلومات المخترقة لبيعها للجهة المنافسة  ",3.5,4,3.5,4,3.5,4,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
125,2036,41,5.3,الفيروس يصيب فور دخوله يمكن تعطيله أما الدود فإنه حتى و بعد تعطيله يعيد تكوين نفسه تلقائيا. ,0,0,1.5,2,0.75,1,0,1,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
97,2008,13,5.3,لدود : تقوم بالبحث عن الثغرات الموجودة في البرنامج و ما إن تجدها حتى تقوم بإختراق و هو من أحد أنواع الفيروسات .,2,2,2.5,3,2.25,2,2,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
126,2037,42,5.3,"الدود هي أداة تستخدم لمهاجمة النظام و تقوم بالانتشار و التكاثر تلقائيا ، الفيروسات هي برمجيات خبيثة تهدف الى تخريب الأجهزة التي نزلت بها .",2.5,3,2,2,2.25,2,2,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
115,2026,31,5.3,"الدود يستغل ثغرات في النظام في الهجوم، الفيروس يهاجم بواسطة الاقتران ببرنامج مصاب.",3,3,3,3,3,3,3,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
